mal_id,title,title_english,type,episodes,score,genres,synopsis,year,themes,studios,image_url
1255,Saint Seiya: Shinku no Shounen Densetsu,Saint Seiya: Legend of Crimson Youth,Movie,1.0,7.24,Adventure | Fantasy | Sci-Fi,"Sun God Apollo the brother of Athena is here to take Athena back to heaven and taking over the sanctuary. He revived the deceased gold saints and use them and a few god saints as bodyguards. But Athena did not obey him, Apollo had no choice but send her to hell. On the otherhand, the bronze saints are on their way to save Athena. (Source: ANN)",,Unknown,Toei Animation,https://myanimelist.net/images/anime/11/52889.jpg
1256,Saint Seiya: Jashin Eris,Saint Seiya: Evil Goddess Eris,Movie,1.0,6.82,Adventure | Sci-Fi,"Eris is the goddess of chaos and uses the body of Elien, who is a friend of Hyoga, to revive herself. She obtains the golden apple to drain Athena's life energy to make her ressurection complete and to be able to turn the world in a place filled with chaos. But to be able to attack Eris, Seiya and his friends will first have to defeat the Ghost Knights. (Source: ANN)",,Unknown,Toei Animation,https://myanimelist.net/images/anime/1411/122027.jpg
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,Saint Seiya: The Hades Chapter - Sanctuary,OVA,13.0,8.08,Action | Adventure | Fantasy | Sci-Fi,"Hades is planning to take over the world, to achieve that goal, he sends out deceased Gold Saints to take Athena's head. Seiya and the other Bronze Saints come to help but their help isn't appreciated by the remaining Gold Saints that are still alive. (Source: ANN)",,Mythology,Toei Animation,https://myanimelist.net/images/anime/1182/122016.jpg
1258,Saint Seiya: Kamigami no Atsuki Tatakai,Saint Seiya: The Heated Battle of the Gods,Movie,1.0,6.9,Adventure | Sci-Fi,"In northern Europe, the reincarnation of Odin, Dolbar, rules supreme. One day, Hyoga rescues a man in Siberia so warns him about trouble in the Asgard. Athena goes out to investigate and sends Hyoga in advance but when she and the others arrive at the Asgard, Hyoga is nowhere to be found. When Dolbar captures Athena to take control of the sanctuary, the bronze saints try to help her but are attacked by the God Warriors. (Source: ANN)",,Unknown,Toei Animation,https://myanimelist.net/images/anime/1680/97668.jpg
1259,Saint Seiya: Tenkai-hen Josou - Overture,Saint Seiya: The Heaven Chapter - Overture,Movie,1.0,7.23,Action | Adventure | Fantasy | Sci-Fi,"After the Saints' victory against Hades, Seiya is left wounded and motionless in a wheel chair with no possible chance of recovery. Athena's sister Artemis, the Virgin Goddess of the Moon and twin sister of Apollo, makes an elaborate proposal - to restore Seiya's physical health in exchange for the supremacy of Sanctuary. Athena accepts and Artemis and her ""Knights of the Sky"" swiftly take control of Sanctuary. Now Seiya and his fellow Bronze Saints combat the forces of Zeus to regain their homeland but it will not be so easy. Bronze Saints Hydra Ichi and Unicorn Jabu, and Silver Saint Ophiuchus Shaina have join forces with Artemis and Apollo. (Source: ANN)",,Mythology,Toei Animation,https://myanimelist.net/images/anime/1373/156620.jpg
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,Saint Seiya: Warriors of the Final Holy Battle,Movie,1.0,6.79,Adventure | Sci-Fi,"Lucifer has been awoken from his eternal slumber by the spirits of Eris, Abel and Poseidon. He has come to kill Athena and fulfill his heart's burning desire: becoming the strongest of all the gods. (Source: ANN)",,Unknown,Toei Animation,https://myanimelist.net/images/anime/1128/122022.jpg
1261,Kyattou Ninden Teyandee,Samurai Pizza Cats,TV,54.0,7.17,Comedy | Sci-Fi,"In the city of Edoropolis, hundreds of mechanical animals live in harmony alongside each other. However, when Lord Wanko discovers that the shogun's chief advisor, Lord Korn, is plotting to take over the government, he knows that something must be done to preserve the peace. In order to thwart Korn's plans, Wanko forms the Nyankees—an elite ninja team led by the fearless Yattarou, who wields the mystic sword Masamasa. With all this power, the Nyankees seem unstoppable! But Korn's schemes are not the only thing the team has to worry about. Secretly based out of the popular Pizza Cats restaurant, the Nyankees must keep their operations hidden while delivering piping-hot plates of pizza and justice. [Written by MAL Rewrite]",1990.0,Anthropomorphic | Mecha | Super Power,Tatsunoko Production,https://myanimelist.net/images/anime/1380/100202.jpg
1262,Macross II: Lovers Again,Super Dimensional Fortress Macross II: Lovers Again,OVA,6.0,6.34,Adventure | Sci-Fi,"A.D. 2089 - 80 years have passed since Space War I changed the lives of both human and Zentraedi races. Both races are at peace on Earth when a new alien race called the ""Marduk"" appear within the Solar System. While covering the first battle between the U.N. Spacy and the Marduk fleet, SNN rookie reporter Hibiki Kanzaki discovers Ishtar, an ""Emulator"" that enhances the Marduk's combat abilities through singing. Hibiki brings Ishtar to Earth to teach her the values of life and culture. Together with ace Valkyrie pilot Silvie Gena, Hibiki and Ishtar must find a way to save Earth from total destruction at the hands of the Marduk leader Ingues. (Source: ANN)",,Mecha | Military | Space,AIC | ONIRO,https://myanimelist.net/images/anime/9/61069.jpg
1264,Yoroiden Samurai Troopers,Samurai Troopers,TV,39.0,7.14,Adventure | Sci-Fi,"Thousands of years ago, the evil emperor Talpa attempted to conquer the Earth. Defeated, he was banished to the Nether Realm and his armor was divided into 9 separate suits. Now, he has returned to conquer Earth, having reclaimed 4 of the suits. The other 5 are in the possesion of those who are the only hope of stopping him: The Ronin Warriors. (Source: ANN)",1988.0,Samurai,Sunrise,https://myanimelist.net/images/anime/1855/92738.jpg
1265,Yoroiden Samurai Troopers Gaiden,Ronin Warriors Gaiden,OVA,2.0,6.79,Adventure | Fantasy,"Although Talpa has been defeated, the Warriors don't get much of a break. As they celebrate Ryo's birthday party, the news tells them of a strange killer in samurai armor wreaking havoc in New York. And the armor looks very familiar. Now, they will have to battle the ancient sorcerer Shikaisen for Sage's life! (Source: AniDB)",,Samurai,Sunrise,https://myanimelist.net/images/anime/1484/92210.jpg
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,Ronin Warriors Legend of Kikoutei,OVA,4.0,6.79,Adventure | Fantasy,"A strange, silent warrior appears. When the Inferno armor is summoned to battle him, the mysterious warrior calls forth his own armor—a black copy of the Inferno armor! Now, the warriors will find themselves half a world away fighting once more to save humanity, but this time, from their own armor! (Source: AniDB)",,Samurai,Sunrise,https://myanimelist.net/images/anime/1504/92211.jpg
1267,Yoroiden Samurai Troopers Message,Ronin Warriors Message,OVA,5.0,6.28,Adventure | Fantasy,"A 300-year-old book is discovered which chronicles the adventures of the legendary Samurai Troopers… centuries before they happen! But what does this mean? Are the Troopers merely puppets in some cosmic play, acting out parts? Who is this mysterious Suzunagi, a mysterious girl who entices each of the warriors with their hearts’ desire - salvation, new armors, freedom from a life of fighting. Why is she so interested in the troopers and their armors? (Source: AniDB)",,Samurai,Sunrise,https://myanimelist.net/images/anime/1754/94191.jpg
1268,Aquarian Age: Saga II - Don't Forget Me...,Aquarian Age: The Movie,OVA,1.0,6.03,Action | Fantasy,"During the chaotic period known in Western astrology as the Aquarian Age, the alien ERASER fleet attacks Earth, ravaging cities. However, a counteroffensive is launched. The four factions—ARAYASHIKI, WIZDOM, DARKLORE, and E.G.O.—who have been fighting each other for control of Earth, join forces to defeat the ERASERS. In the aftermath, Earth is placed under the unified rule of the POLESTAR EMPIRE. However, peace is shattered when the EMPIRE begins to use forbidden magic. These dark powers cause dimensional rifts around the world and once again plunge Earth into chaos and warfare. (Source: AniDB)",,Super Power,Madhouse,https://myanimelist.net/images/anime/3/61595.jpg
1269,Bio Hunter,,OVA,1.0,6.03,Action | Fantasy | Horror,"In the molecular biology department of a major university, Komada and Koshigaya do more than just teach. They are also investigating demon viruses, which cause people to morph into grotesque creatures with a craving for human flesh. While conducting their research, the pair encounter Sayaka Murakami, the granddaughter of a famous fortune teller. Feeling compelled to help her find her missing grandfather, Komada and Koshigaya learn that a group of thugs is pursuing Sayaka. To make matters more sinister, these perpetrators seem to have a connection to the demon viruses. [Written by MAL Rewrite]",,Gore | Mythology,Madhouse,https://myanimelist.net/images/anime/11/17896.jpg
1270,Black Magic M-66,,OVA,1.0,6.49,Sci-Fi,"When Sybel, a freelance reporter, discovers a military plane crash, she is thrilled by the prospect of getting her hands on the latest inside scoop. However, she is unaware that the plane was carrying two top-secret prototype android assassins who will stop at nothing to destroy their target. As the military frantically tries to clean up its mess, Sybel races against time to find and protect the robots' targeted victim—all while documenting the military's misconduct—before it is too late. [Written by MAL Rewrite]",,Mecha | Military,AIC | animate Film,https://myanimelist.net/images/anime/1645/94523.jpg
1271,Kyoukasho ni Nai!,Very Private Lesson,OVA,2.0,5.4,Comedy | Romance | Ecchi,"Oraku is a lucky man. He has a comfortable job teaching at a local High School. He has Satsuki, a fellow teacher whom he hopes to marry someday. He has Aya, a beautiful student who has fallen in love with him. He has Aya's father, a wealthy man who wants so much for his little girl to be happy that he has sent her to live with Oraku. Oraku is a very lucky man. Of course Aya loves nothing more than to come on to Oraku by lounging around his apartment half naked. Unfortunately for Oraku, Aya's father happens to be wealthy because he is a major crime boss, and he will have Oraku slowly murdered if Aya doesn't remain absolutely pure. Now Oraku must not only restrain himself, but also protect Aya from the hordes of men and woman at school who'd love to get their hands on her body. And of course, if Satsuki or any of the other teachers find out that Oraku is living with one of his students, he will be permanently dismissed from the teaching profession! Oh yes Oraku is lucky... (Source: An",,School,AIC,https://myanimelist.net/images/anime/1159/100238.jpg
1276,Ys,,OVA,7.0,6.61,Action | Adventure | Drama | Fantasy,"Mythical beasts lay siege on the people of Esteria, who have raised an army to fight back. The beasts are relentless and seemingly have no end to their numbers, while the population of defenders dwindle in every skirmish. Even in the town of Minea, where the people are safely nestled behind castle walls, the constant attacks have left them hopeless. It is then that a prophecy is made, proclaiming the arrival of a brave young soul that could be the one who will bring their salvation. Ys follows Adol Christin, an adventurer driven by wanderlust towards the island of Esteria, who washes up on shore after a shipwreck. Following the guidance of the fortuneteller Sarah Tovah, he and his allies will travel the island in search of the legendary tomes known as the Books of Ys. It will be a long and perilous journey, but if fate is truly at work then Adol will certainly be the hero who returns peace to Esteria.",,Unknown,Tokyo Kids | Urban Product,https://myanimelist.net/images/anime/9/23207.jpg
1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,Ys II: Castle in the Heavens,OVA,4.0,6.87,Action | Adventure | Drama | Fantasy,"Now that Adol Christen has saved the land of Esteria from the evil priest Dark Fact, Adol and the two priestesses travel to the floating land of Ys, where evil has an even greater influence on the people and no one has hope. The future of Ys falls to Adol, heir to the powers of the priests and the only one who can show the people of Ys the truth about their world. But, as Adol's power grows, he may be the one who will save Ys—or destroy it.",,Unknown,Tokyo Kids,https://myanimelist.net/images/anime/1984/110828.jpg
1279,Taiyou no Ko Esteban,The Mysterious Cities of Gold,TV,39.0,7.77,Adventure | Sci-Fi,"1532. Esteban, age 12 is a foundling from Barcelona, with a mysterious power of ordering the Sun to appear, for which he is called ""Child of the Sun."" Upon the death of his adoptive father, Esteban learns he was rescued as a baby from a sinking ship in the ocean. The mysterious medallion that Esteban wears since ever has a trace somewhere in the New World, probably coming from the Mysterious Cities of Gold. Esteban leaves Spain to find his parents and find out who he is. On the way he meets Zia, an Inca girl who was kidnapped from her people years back and has exactly the same medallion as him. Later on, they are joined by Tao, a young Galapagos robinson, the last descendant of the Empire of Heva, an Empire said to have built the Cities of Gold. Following Coyolite, the shining star represented on their medallions, the three children travel through the unexplored New World, searching for the Cities of Gold, believing that this way is leading them to their lost parents. (Source: ANN)",1982.0,Historical,Studio Pierrot,https://myanimelist.net/images/anime/1936/134369.jpg
1280,Mamono Hunter Youko,Devil Hunter Yohko,OVA,5.0,6.34,Comedy | Horror | Supernatural,Yohko Mono is a regular girl making her way through high school--until she learns that she is the 108th successor to a line of warriors charged with defending the earth against demons. Eventually she must fight her ultimate battle against the demon who started it all. (Source: ANN),,Unknown,Madhouse,https://myanimelist.net/images/anime/1276/97039.jpg
1281,Gakkou no Kaidan,Ghost Stories,TV,19.0,7.76,Horror | Mystery | Supernatural,"Years ago, all of the ghosts in a haunted schoolhouse were banished by a certain student. Now, they're back—and they want revenge... Satsuki and Keiichirou Miyanoshita are two siblings recovering from the tragic loss of their mother. After moving to their mother's hometown, they learn that the local school they have transferred to is an old building—one said to be haunted. Despite initially brushing it off as a silly rumor, the two soon discover that ghosts are indeed real and that they're after them! Gakkou no Kaidan is the creepy tale of the lives of these siblings and their newfound friends as they try to survive the school's ghosts—with a little help from their pet cat along the way. [Written by MAL Rewrite]",2000.0,Unknown,Studio Pierrot,https://myanimelist.net/images/anime/1414/112029.jpg
1283,Choujuu Densetsu Gestalt,Gestalt,OVA,2.0,6.22,Adventure | Comedy | Fantasy,"The story circulates around a mysterious and dangerous island referred to simply as ""G"". A long time ago, a powerful god named Gestalt was banished to the earth and he had found refuge in the island known as G. To utter the name for which it stands is forbidden, for people were so afraid of the wrath of the god that they considered his name a curse. Father Oliver is a priest who has left his order and traveled to the island of G in order to discover the truth behind it. He ends up making the acquaintance of a young girl named Ohri, who turns out to be quite adept in magic. Meanwhile, the head of the order has hired a dark elf named, Suzu, to track down Oliver and bring him back. Suzu finds him easily enough. However, she hadn't anticipated the powerful sorceress in his company, Ohri. The girl disposes of Suzu for the moment, and she and the Father continue on. As if things weren't rough enough, the island of G has it's share of monsters and magic-users to get in the way of their trave",,Unknown,Tokyo Kids,https://myanimelist.net/images/anime/1491/96516.jpg
1284,Houma Hunter Lime,Jewel BEM Hunter Lime,OVA,3.0,6.41,Comedy | Fantasy,"For centuries, the magic and human worlds have been at peace with each other, though physically seperated by a magical gate. But when the powerful magic spheres are stolen and fall to the Earth below, the king of magic sends Boss, a fighter; Lime, a master transformer; and Poogie, a master morpher to retrieve them. With not much time, the trio must retrieve the spheres which, when in contact with the human world, suck up the negative emotions of household objects and become BEMs, Bug Eyed Monsters!",,Unknown,Ashi Productions,https://myanimelist.net/images/anime/1936/93963.jpg
1285,Soukihei MD Geist,M.D. Geist,OVA,1.0,5.4,Sci-Fi,"In the distant future, mankind has colonized other planets in the universe. While many planets lived in peace, the planet Jerra has been ravaged by decades of war. Geist is an M.D.S. (Most Dangerous Soldier), an enhanced human with unsurpassed combat capabilities and an insatiable lust for battle. Because of his uncontrollable nature, Geist is cryogenically frozen and locked in a satellite. Several years later, the satellite crashes and Geist wakes up from his sleep to engage in another war. This time, to help the army stop the planet's central computer from activating a doomsday device that will lead to total annihilation of all life on Jerra. (Source: ANN)",,Adult Cast | Gore | Mecha | Military,Zero-G Room | Production Wave,https://myanimelist.net/images/anime/4/21433.jpg
1286,Soukihei MD Geist 2: Death Force,M.D. Geist: Death Force,OVA,1.0,5.14,Sci-Fi,"After unleashing the Death Force machines all over the planet Jerra, Geist has kept himself busy by dismantling them one by one. But now he faces a formidable opponent in the form of Krauser, another M.D.S. (Most Dangerous Soldier) who has aligned himself as the only savior of mankind. (Source: ANN)",,Adult Cast | Gore | Mecha | Military,Zero-G Room,https://myanimelist.net/images/anime/1351/96371.jpg
1287,Odin: Koushi Hansen Starlight,Odin: Starlight Mutiny,Movie,1.0,5.48,Action | Adventure | Drama | Sci-Fi,"In the year 2099, mankind has colonized parts of the Solar System thanks to the evolution of space travel. To venture further beyond what man has accomplished, the space vessel Starlight is launched. After rescuing a mysterious girl from a wreckage near the asteroid fields, the crew of the Starlight plot a perilous journey towards the Canopus system in search of the planet known only as ""Odin"" - the possible key to all forms of life. (Source: ANN)",,Space,Toei Animation,https://myanimelist.net/images/anime/1562/142317.jpg
1288,Kidou Keisatsu Patlabor,Patlabor: The Mobile Police,OVA,7.0,7.31,Comedy | Sci-Fi,"As the human race evolves, so does its technology. Engineers have successfully created robots dubbed ""Labors"" for mass distribution, utilized by society for a number of everyday tasks. However, there are criminals who manage to get their hands on these Labors, using them for their own nefarious means. To combat this new form of delinquency, police around the world begin using ""Patrol Labors"" or ""Patlabors"" to put a stop to Labor-related crimes. Rookie police officer Noa Izumi is drafted into a special Patlabor unit, getting her own mechanical suit to fight crime. Naming this machine Alphonse, Izumi works tirelessly alongside her peers to keep civilization safe from those who would use this advanced technology to harm others. As Izumi becomes further ingrained within her unit, she must also learn how to navigate both her social and professional spheres with grace and wit. She befriends the aloof Asuma Shinohara, fellow pilot Isao Oota, and the other members of her brigade as she helps",,Adult Cast | Mecha | Workplace,Studio Deen,https://myanimelist.net/images/anime/11/24151.jpg
1289,Kidou Keisatsu Patlabor: New OVA,Mobile Police Patlabor: The New Files,OVA,16.0,7.65,Comedy | Sci-Fi,"Special Vehicles Division 2 is back on duty, along with their Ingram Patrol Labor (Patlabor) robots. Using their courage as well as the Ingrams, Captain Goto's motley crew of officers battle crime in Tokyo city. They also deal with their personal lives, as well as the supernatural. (Source: ANN)",,Adult Cast | Mecha | Workplace,Sunrise,https://myanimelist.net/images/anime/1602/134832.jpg
1290,WXIII Kidou Keisatsu Patlabor,Patlabor Movie 3: WXIII,Movie,1.0,6.68,Mystery | Sci-Fi,"When the level of Labor accidents begin to escalate around Tokyo Bay, police detectives Kusumi and Hata are assigned to investigate. What they discover leads to a series of government cover-ups, conspiracy concerning a new biological weapon entitled WXIII-Wasted Thirteen and a tragic, personal connection to Hata. The only hope to stop this threat is to cooperate with the military and lead WXIII into a showdown with the Labors of Special Vehicle Division 2. (Source: ANN)",,Detective | Mecha,Madhouse,https://myanimelist.net/images/anime/1/1290.jpg
1292,Afro Samurai,Afro Samurai,TV,5.0,7.38,Action | Adventure,"When he was a young boy, Afro witnessed his father be cut down in a duel at the hands of a man known only as Justice. After taking the life of Afro's father, Justice cast aside his Number Two headband and took the Number One to claim its godly powers as his own. Years later, having obtained the Number Two headband which grants him the right to challenge the Number One, Afro moves forward in his hunt for revenge on the man who murdered his father. There is just one thing that stands in his way—everyone else in the world! Though the Number One can only be challenged by the Number Two, the Number Two can be challenged by anyone. As his enemies gather to try and take the title of Number Two, Afro must fight through a myriad of foes and obstacles if he hopes to reach the Number One and claim vengeance once and for all. [Written by MAL Rewrite]",2007.0,Gore | Samurai,Gonzo,https://myanimelist.net/images/anime/3/15874.jpg
1293,Urusei Yatsura,Urusei Yatsura,TV,195.0,7.78,Comedy | Romance | Sci-Fi,"Not much is notable about the lecherous Ataru Moroboshi, but his extraordinary bad luck sticks out like the horns in an alien's head. When Earth is threatened by a fleet of alien invaders known as the Oni, Ataru is selected to represent humanity in a duel against one of them. It is a stroke of rare luck for Ataru that the duel is in fact a game of tag, and that his opponent is Lum, daughter of the Oni's leader, who places her personal dignity above victory—as Ataru finds out by seizing Lum's bikini top and with it, victory. However, misfortune kicks in again when Lum mistakes Ataru's promise to marry his girlfriend, Shinobu Miyake, as the desire to wed Lum herself, and decides she rather likes the idea. Wielding her influence as an alien princess, she moves in with him. Forced to deal with the consequences of his womanizing ways, Ataru must balance his crumbling relationship with Shinobu while keeping Lum happy, all the while flirting with every woman he meets. [Written by MAL Rewrit",1981.0,Unknown,Studio Pierrot | Studio Deen,https://myanimelist.net/images/anime/9/17573.jpg
1295,A-Ko The Versus,Project A-ko: Uncivil Wars,OVA,2.0,6.36,Action | Adventure | Comedy | Romance | Sci-Fi,"A-ko and B-ko are bounty hunters in an untamed world. When a young heiress, C-ko, falls out of the sky and into their hair, they find themselves battling space pirates and galactic police. Turns out the high-pitched, hungry C-ko holds a secret—the spirit of an ancient evil—and is the center of a plot to destroy the universe!",,Super Power,Studio Fantasia | Studio Signal,https://myanimelist.net/images/anime/2/41427.jpg
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,Project A-Ko 2: Plot of the Daitokuji Financial Group,OVA,1.0,6.58,Comedy | Sci-Fi,"Three weeks after the incident that left Captain Napolipolita's ship balancing on top of Graviton City, A-Ko and the gang go on summer vacation. While A-Ko ponders losing some weight and B-Ko devises another plan to defeat her redheaded rival to win C-Ko, Napolipolita and Spy-D experience severe homesickness - begging for a way to return to their home planet. Meanwhile, Hikari Daitokuji - B-Ko's father and the CEO of the Daitokuji Financial Group - arms the local military with new mecha to attack Napolipolita's ship and obtain its advanced technology. (Source: ANN)",,Mecha | Super Power,APPP,https://myanimelist.net/images/anime/1387/114803.jpg
1297,Project A-Ko 3: Cinderella Rhapsody,,OVA,1.0,6.46,Comedy | Sci-Fi,"In the middle of another break from school, A-Ko dreams of finding the perfect boyfriend. Because of this, she and C-Ko get into an argument that leads to C-Ko running away and nearly getting hit by a motorcyclist named Kei. While working part-time at a fast-food restaurant to raise money for a party dress, A-Ko meets Kei and immediately falls in love with him. B-Ko happens to like him as well; however, both A-Ko and B-Ko are unaware that C-Ko is the apple of Kei's eyes. (Source: ANN)",,Mecha | Super Power,Studio Fantasia,https://myanimelist.net/images/anime/1688/116943.jpg
1298,Project A-Ko 4: Final,Project A-ko: Love & Robots,OVA,1.0,6.51,Comedy | Sci-Fi,"In Iraq, a group of archaeologists discover ancient relics that prophecize the coming of a superior race and the end of all civilization. Meanwhile, back in Graviton City, as A-Ko and B-Ko's rivalry over Kei intensifies, Mr. Daitokuji sets up an arranged marriage between Miss Ayumi and Kei. Furious over the engagement, both A-Ko and B-Ko do whatever it takes to prevent the wedding from going through. Little do they know that another alien fleet is on its way towards Earth. (Source: ANN)",,Mecha | Super Power,Studio Fantasia,https://myanimelist.net/images/anime/13/29212.jpg
1299,Flag,,ONA,13.0,7.18,Unknown,"In 20xx, a civil war broke out in a small country in Asia in spite of the dispatch of UN forces. But a picture taken by accident in the battlefield accelerates the peace process: a photograph of a flag, which became the symbol of peace. However, just before the peace agreement is finalized, the flag is stolen by an armed extremist group in order to obstruct the truce. To rescue the flag, the UN sends the Special Development Command (SDC, which is armed with the High Agility Versatile Weapon Carrier (HAVWC)), along with an embedded photojournalist to record their activities. That photojournalist is Saeko Shirasu—the young camerawoman who took the picture of the flag. (Source: ANN)",,Adult Cast | Mecha | Military,The Answer Studio,https://myanimelist.net/images/anime/1571/155237.jpg
1300,Omishi Mahou Gekijou: Risky★Safety,,TV,24.0,6.82,Comedy,"An apprentice shinigami (Japanese Death God), Risky, is determined to take Moe's life. However, Risky is magically joined with an apprentice angel, Safety, so Risky turns into Safety whenever someone says something nice. As an apprentice shinigami can only take someone's life when that person is really depressed, Risky has quite a problem taking Moe's soul, while dealing with Safety, who often cheers Moe up. (Source: ANN)",1999.0,Unknown,APPP,https://myanimelist.net/images/anime/13/14714.jpg
1301,Ginga Tetsudou 999 (Movie),Galaxy Express 999,Movie,1.0,7.58,Adventure | Drama | Fantasy | Sci-Fi,"Tetsurou Hoshino is a boy bent on obtaining an immortal mechanical body in order to take revenge against his mother's murderer, the machine man Count Mecha. However, due to the incredible cost of obtaining what he seeks, his only hope is to steal a boarding pass for the Galaxy Express 999, a space train that travels across the galaxy and whose final stop is a planet where the metal replacements are provided for free. After swiping a pass, Tetsurou is pursued by the police and ends up collapsing into the arms of a mysterious woman named Maetel, who closely resembles his mother. Once he awakens, she tells the boy that she will provide him entry onto the 999 as long as he agrees to travel with her. Accepting her proposition, Tetsurou boards the cosmic railway with Maetel and begins a journey across the galaxy. [Written by MAL Rewrite]",,Space,Toei Animation,https://myanimelist.net/images/anime/3/50505.jpg
1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Adieu Galaxy Express 999,Movie,1.0,7.29,Adventure | Drama | Sci-Fi,"Despite the destruction of the mechanization home world Andromeda, the machine empire is still swept across the galaxy and Earth has become a battleground. Having returned from his journey aboard the train Galaxy Express 999, Tetsurou Hoshino joins the resistance and fights alongside others who have retained their humanity. When the 999 returns to Earth, Tetsurou receives an enigmatic recorded message from his former traveling companion Maetel, telling him to board the train once more. Fighting his way to Megalopolis station, he makes it onto the train just as it departs. This time, however, Tetsurou is met with several mysteries: Maetel is nowhere to be seen, an ominous ""Ghost Train"" has appeared, and the ultimate destination of the 999 is unknown. Amid all this, Tetsurou finds himself confronted by the mysterious black knight Faust and soon discovers the machine empire's darkest secret. [Written by MAL Rewrite]",,Space,Toei Animation,https://myanimelist.net/images/anime/1774/93957.jpg
1303,The Animatrix,The Animatrix,OVA,9.0,7.31,Action | Drama | Sci-Fi,"1. Final Flight of the Osiris The crew of the Osiris discover an army preparing to invade Zion. While one crew member races inside the Matrix to get the message to Zion, the others try desperately to buy her enough time while fighting off an onslaught of Sentinels they can't possibly defeat. 2-3. The Second Renaissance Part 1 and 2 Humans have created the ultimate AI, which is just as smart as they are. But complications arise when these robots and the humans try to exist peacefully, and eventually all-out war breaks out. The humans ultimately lose the war, and become trapped in the Matrix as seen in the live-action films. 4. Kid's Story A young man discovers that his world isn't real, that it's a computer-generated fantasy land created by robots using humans for energy. He escapes with the help of the hacker Neo. Based on the Matrix trilogy. 5. Program Cis and Duo engage in battle in a virtual recreation of Feudal Japan. 6. World Record While running the fastest race in his life,",,Unknown,Madhouse | Studio 4°C | Square Pictures,https://myanimelist.net/images/anime/3/75870.jpg
1312,Chikyuu Bouei Kigyou Dai-Guard,Dai-Guard: Terrestrial Defense Corp.,TV,26.0,7.23,Adventure | Comedy | Sci-Fi,"Thirteen years after their sudden disappearance, an alien race known as the Heterodyne resurface without warning. To combat the Heterodyne, three office workers from the 21st Century Security Corporation operate Dai-Guard - a giant robot no longer regarded as an oversized paperweight. Unfortunately, Dai-Guard is somewhat obsolete and in disrepair. It's a tough job, but salarymen can also save the world. (Source: ANN)",1999.0,Mecha | Military,Xebec,https://myanimelist.net/images/anime/1242/154058.jpg
1313,Digimon Adventure 02,Digimon Adventure 02,TV,50.0,7.25,Action | Adventure | Comedy | Fantasy,"Taichi Yagami and his friends have moved on to junior high, but by that time, they have lost contact with their Digimon partners. Taichi is therefore surprised to suddenly receive a distress call summoning him to the Digital World. Once there, he learns that Digimon are living in fear of the mysterious Digimon Emperor, who is somehow suppressing their ability to Digivolve! In the real world, Hikari Yagami and Takeru Takaishi reunite in the same fifth grade class. They share three schoolmates: Daisuke Motomiya, who reminds them both of Taichi; Miyako Inoue, a technical wizard; and Iori Hida, Miyako's neighbor. When these three children receive ""D-3"" Digivices, they—along with Hikari and Takeru, who still possess their own original Digivices—comprise the new generation of ""Chosen Children"" who must save the world once again. With the power of the Armored Digi-Eggs, they must thwart the Digimon Emperor's plans to spread his influence over the entire Digital World. [Written by MAL Rewrit",2000.0,Isekai,Toei Animation,https://myanimelist.net/images/anime/8/20360.jpg
1314,DT Eightron,DT Eightron,TV,26.0,6.76,Action | Sci-Fi,"Shu is from Datania, a country that makes young children work. He and his friends were trying to escape when they met the Returners. The Returners are some kind of rebels to Datania. Shu goes with the Returners to fight Zero, Nines, and his men who are after DT, a special substance inside humans. (Source: ANN)",1998.0,Unknown,Sunrise,https://myanimelist.net/images/anime/1053/138466.jpg
1316,Idaten Jump,Idaten Jump,TV,52.0,7.44,Fantasy | Sports,"During a race, mountain bike (MTB) enthusiast Shou Yamato is mysteriously dragged into another world alongside his friends, Kakeru and Makoto. Soon, the group discovers that this world known as ""X-Zone"" revolves around Idaten battles—MTB races characterized by special courses, rules, and hidden powers lying dormant within the bikes. The only way to return home is to win and obtain the MTB emblems from the defeated challengers. Despite being perplexed and terrified of the bizarre world, Shou is surprisingly excited. He has the opportunity to compete with fellow MTB riders, make new friends and rivals, and also unearth the X-Zone's hidden truths that may dramatically change his fate. Shou and his friends must make it through an arduous journey, one rife with conspiracies against them, in order to safely return home together. [Written by MAL Rewrite]",2005.0,Isekai | Racing | School,Trans Arts,https://myanimelist.net/images/anime/1691/133569.jpg
1324,Earthian,Earthian,OVA,4.0,6.03,Boys Love | Drama,"Since the beginning of Earth's history, angels from the planet Eden have been carefully monitoring the behavior of its inhabitants, whom they call ""Earthians."" Chihaya and Kagetsuya are two agents sent from Eden to assess the positive and negative aspects of the Earthians' nature. Despite the orders Chihaya was given by his home planet, he frequently ends up entangled in Earthian affairs, much to Kagetsuya's annoyance. Meanwhile, as Chihaya tries to understand the origin of his strange black wings, he uncovers one mystery after another. [Written by MAL Rewrite]",,Unknown,J.C.Staff,https://myanimelist.net/images/anime/1134/143852.jpg
